timestamp,source_ip,endpoint,status_code,method,user_agent,response_time,bytes_sent,source,service,pattern
2026-03-24T05:16:49.439530+00:00,10.141.70.161,/auth/login,200,POST,Mozilla/5.0,70.92866541102694,16322,voter-auth-api,voter-auth-api,normal
2026-03-23T23:26:03.884177+00:00,10.95.217.107,/municipal/property,200,GET,iOS Safari,109.5285117175492,3073,municipal-portal,municipal-portal,normal
2026-03-23T23:26:01.052138+00:00,10.198.77.239,/rti/status,200,GET,Android WebView,98.15579990013326,4602,rti-portal,rti-portal,normal
2026-03-25T04:25:11.674749+00:00,198.51.228.63,/municipal/dashboard,503,GET,FloodBot/4.7,2966.900303058083,974,municipal-portal,municipal-portal,ddos
2026-03-24T02:31:34.925886+00:00,10.5.127.218,/eci/candidate/list,200,GET,Mozilla/5.0,116.90208526795138,4672,election-commission-api,election-commission-api,normal
2026-03-24T03:19:39.527885+00:00,10.73.26.244,/health,200,GET,CitizenServiceApp/3.1,104.16179713240037,12308,voter-auth-api,voter-auth-api,normal
2026-03-24T00:13:22.213654+00:00,10.226.207.200,/rti/login,200,POST,Android WebView,41.087196683846315,891,rti-portal,rti-portal,normal
2026-03-24T02:52:37.760237+00:00,10.129.62.28,/aadhaar/status,404,GET,GovPortalClient/2.0,96.76238325434072,8136,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-24T01:08:45.250374+00:00,10.202.189.10,/eci/candidate/list,200,GET,Android WebView,68.27604915340082,46288,election-commission-api,election-commission-api,normal
2026-03-25T06:44:35.906151+00:00,172.16.88.23,/eci/export?chunk=286,200,GET,BulkDownloader/6.5,310.7133207326834,12384673,election-commission-api,election-commission-api,data_exfiltration
2026-03-24T02:36:53.095754+00:00,10.114.196.120,/municipal/tax/pay,200,POST,iOS Safari,99.79289569270075,977,municipal-portal,municipal-portal,normal
2026-03-24T01:48:09.336988+00:00,10.0.117.120,/aadhaar/verify,200,POST,GovPortalClient/2.0,132.94537633596372,4099,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T23:30:41.945590+00:00,10.235.103.101,/health,201,GET,iOS Safari,149.15818224460068,18834,voter-auth-api,voter-auth-api,normal
2026-03-24T04:00:11.980795+00:00,10.240.200.99,/rti/filing,200,POST,Mozilla/5.0,87.37339089330366,3939,rti-portal,rti-portal,normal
2026-03-23T15:21:09.380699+00:00,10.232.231.57,/eci/candidate/list,200,GET,Mozilla/5.0,191.2040360652415,8594,election-commission-api,election-commission-api,normal
2026-03-25T04:25:30.006174+00:00,198.51.240.72,/municipal/dashboard,429,GET,FloodBot/4.7,2369.563557289567,2163,municipal-portal,municipal-portal,ddos
2026-03-23T14:15:49.975668+00:00,10.82.198.39,/rti/login,200,POST,Mozilla/5.0,65.57455129343785,3502,rti-portal,rti-portal,normal
2026-03-25T03:26:50.736371+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,107.53234998850995,846,voter-auth-api,voter-auth-api,brute_force
2026-03-24T03:39:16.045992+00:00,10.97.181.9,/voter/profile,200,GET,iOS Safari,82.17553110232808,7788,voter-auth-api,voter-auth-api,normal
2026-03-24T00:11:46.518678+00:00,10.162.9.22,/aadhaar/token,200,POST,Mozilla/5.0,155.6096705454282,1456,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-25T06:38:00.911980+00:00,172.16.88.23,/eci/export?chunk=325,200,GET,BulkDownloader/6.5,700.4349802625005,16946526,election-commission-api,election-commission-api,data_exfiltration
2026-03-23T09:41:55.677222+00:00,10.79.102.103,/aadhaar/token,200,POST,Android WebView,171.5394004593648,2370,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-24T08:49:02.032435+00:00,10.111.66.162,/rti/login,200,POST,GovPortalClient/2.0,137.67635647417777,9838,rti-portal,rti-portal,normal
2026-03-25T04:25:24.012817+00:00,198.51.71.65,/municipal/dashboard,429,GET,FloodBot/4.7,2214.1142661505633,317,municipal-portal,municipal-portal,ddos
2026-03-25T06:28:01.076951+00:00,172.16.88.23,/eci/export?chunk=45,200,GET,BulkDownloader/6.5,512.9889466341197,9393994,election-commission-api,election-commission-api,data_exfiltration
2026-03-25T03:25:19.688563+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,97.301823239836,1331,voter-auth-api,voter-auth-api,brute_force
2026-03-23T23:05:22.610742+00:00,10.35.176.171,/eci/booth/info,200,GET,Android WebView,115.67949283937376,8406,election-commission-api,election-commission-api,normal
2026-03-23T19:15:24.584613+00:00,10.65.73.56,/auth/otp,200,GET,Android WebView,133.79143072810274,3041,voter-auth-api,voter-auth-api,normal
2026-03-23T11:44:00.956540+00:00,10.36.15.214,/auth/otp,200,GET,Mozilla/5.0,77.83172615672663,9779,voter-auth-api,voter-auth-api,normal
2026-03-23T21:24:36.346948+00:00,10.161.199.39,/municipal/dashboard,200,GET,Android WebView,56.05626326667391,6628,municipal-portal,municipal-portal,normal
2026-03-25T03:30:52.698447+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,234.02271641240077,715,voter-auth-api,voter-auth-api,brute_force
2026-03-23T15:35:23.942702+00:00,10.219.90.155,/aadhaar/verify,404,POST,CitizenServiceApp/3.1,83.47945879975687,2027,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T16:43:12.747450+00:00,10.249.224.13,/rti/filing,200,POST,Android WebView,92.60321234843288,21102,rti-portal,rti-portal,normal
2026-03-23T16:32:07.033561+00:00,10.144.133.126,/auth/login,200,POST,Mozilla/5.0,61.7990546189089,5265,voter-auth-api,voter-auth-api,normal
2026-03-23T19:23:37.152820+00:00,10.246.120.150,/health,200,GET,CitizenServiceApp/3.1,129.26095971445412,1171,voter-auth-api,voter-auth-api,normal
2026-03-25T06:36:49.303264+00:00,172.16.88.23,/eci/export?chunk=155,200,GET,BulkDownloader/6.5,529.4056795317613,18764004,election-commission-api,election-commission-api,data_exfiltration
2026-03-23T11:25:16.652751+00:00,10.11.117.138,/health,200,GET,iOS Safari,98.04446292489702,8544,voter-auth-api,voter-auth-api,normal
2026-03-24T04:32:13.085461+00:00,10.28.228.7,/rti/status,403,GET,GovPortalClient/2.0,141.0820907478434,3574,rti-portal,rti-portal,normal
2026-03-23T22:01:35.537268+00:00,10.132.201.100,/rti/login,200,POST,Android WebView,113.36568051963336,39379,rti-portal,rti-portal,normal
2026-03-23T20:13:34.147419+00:00,10.103.247.93,/eci/booth/info,200,GET,Android WebView,115.34750464691808,3440,election-commission-api,election-commission-api,normal
2026-03-23T15:31:00.766807+00:00,10.10.10.43,/aadhaar/verify,200,POST,GovPortalClient/2.0,86.84947650632458,6074,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T23:10:27.120801+00:00,10.177.222.241,/municipal/property,200,GET,Mozilla/5.0,107.10622503488023,2486,municipal-portal,municipal-portal,normal
2026-03-23T23:43:09.700715+00:00,10.42.138.131,/eci/results,201,GET,Android WebView,135.24248237514777,21965,election-commission-api,election-commission-api,normal
2026-03-23T23:44:28.912747+00:00,10.55.202.100,/municipal/dashboard,200,GET,CitizenServiceApp/3.1,151.5054658130979,1932,municipal-portal,municipal-portal,normal
2026-03-25T07:25:22.054542+00:00,203.0.135.1,/aadhaar/auth/login,401,POST,CredentialSpray/5.1,406.92447423813957,2893,aadhaar-verify-service,aadhaar-verify-service,credential_stuffing
2026-03-23T12:36:00.465599+00:00,10.115.176.17,/municipal/property,500,GET,iOS Safari,54.02132183344461,3072,municipal-portal,municipal-portal,normal
2026-03-23T17:46:47.121390+00:00,10.159.250.127,/eci/booth/info,200,GET,CitizenServiceApp/3.1,87.0921791885821,11581,election-commission-api,election-commission-api,normal
2026-03-24T07:13:57.373950+00:00,10.47.151.26,/aadhaar/token,200,POST,CitizenServiceApp/3.1,73.38846843024913,23689,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T17:48:06.641422+00:00,10.187.63.250,/aadhaar/token,401,POST,Android WebView,114.22350295892836,10118,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T20:49:24.809353+00:00,10.27.74.100,/voter/profile,201,GET,CitizenServiceApp/3.1,69.19489725124225,4546,voter-auth-api,voter-auth-api,normal
2026-03-24T06:25:10.737376+00:00,10.181.44.156,/eci/candidate/list,200,GET,iOS Safari,177.79109319186344,22433,election-commission-api,election-commission-api,normal
2026-03-23T12:06:50.357159+00:00,10.151.114.172,/voter/profile,200,GET,GovPortalClient/2.0,145.33183981576187,22173,voter-auth-api,voter-auth-api,normal
2026-03-25T07:06:47.249390+00:00,172.16.88.23,/eci/export?chunk=448,200,GET,BulkDownloader/6.5,291.22682341612244,12981424,election-commission-api,election-commission-api,data_exfiltration
2026-03-25T07:25:10.730885+00:00,172.16.88.23,/eci/export?chunk=568,200,GET,BulkDownloader/6.5,238.1211174846084,9027034,election-commission-api,election-commission-api,data_exfiltration
2026-03-25T07:27:41.343611+00:00,203.0.17.171,/aadhaar/auth/login,401,POST,CredentialSpray/5.1,266.042559170954,1425,aadhaar-verify-service,aadhaar-verify-service,credential_stuffing
2026-03-25T04:25:29.188691+00:00,198.51.201.149,/municipal/dashboard,503,GET,FloodBot/4.7,1918.3167653667417,2440,municipal-portal,municipal-portal,ddos
2026-03-23T11:40:25.538137+00:00,10.203.242.226,/aadhaar/verify,200,POST,Android WebView,90.5649361750703,4867,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T16:02:14.745838+00:00,10.195.212.165,/rti/status,200,GET,iOS Safari,144.03462401123298,6176,rti-portal,rti-portal,normal
2026-03-23T22:41:37.263922+00:00,10.160.197.223,/eci/booth/info,200,GET,CitizenServiceApp/3.1,139.09962030413513,11935,election-commission-api,election-commission-api,normal
2026-03-23T10:23:48.951586+00:00,10.5.217.121,/rti/filing,200,POST,GovPortalClient/2.0,72.67187157299695,7457,rti-portal,rti-portal,normal
2026-03-24T01:47:49.717813+00:00,10.98.162.36,/rti/status,200,GET,iOS Safari,92.17165689189561,7045,rti-portal,rti-portal,normal
2026-03-25T05:35:08.933760+00:00,45.33.66.200,/rti/search?q=1'; DROP TABLE voters;--,400,GET,SQLProbe/2.0,311.95481058910144,8330,rti-portal,rti-portal,sql_injection
2026-03-25T04:25:37.042035+00:00,198.51.37.44,/municipal/dashboard,429,GET,FloodBot/4.7,1611.018858952838,1193,municipal-portal,municipal-portal,ddos
2026-03-25T04:25:04.050715+00:00,198.51.7.85,/municipal/dashboard,429,GET,FloodBot/4.7,381.88808515750367,865,municipal-portal,municipal-portal,ddos
2026-03-24T02:38:57.204071+00:00,10.170.2.54,/aadhaar/status,200,GET,GovPortalClient/2.0,95.76719971891818,8745,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T17:01:45.567888+00:00,10.18.121.165,/eci/booth/info,200,GET,iOS Safari,168.1396242043103,13456,election-commission-api,election-commission-api,normal
2026-03-24T04:32:31.053463+00:00,10.144.165.171,/voter/profile,401,GET,Android WebView,50.59979038700765,19038,voter-auth-api,voter-auth-api,normal
2026-03-24T04:48:33.976418+00:00,10.238.83.61,/municipal/dashboard,200,GET,CitizenServiceApp/3.1,66.86469699641997,6672,municipal-portal,municipal-portal,normal
2026-03-23T15:46:49.188824+00:00,10.198.218.157,/eci/candidate/list,200,GET,GovPortalClient/2.0,151.73227912237752,1257,election-commission-api,election-commission-api,normal
2026-03-25T03:29:24.319716+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,211.71225192985148,1789,voter-auth-api,voter-auth-api,brute_force
2026-03-25T06:41:55.142163+00:00,172.16.88.23,/eci/export?chunk=158,200,GET,BulkDownloader/6.5,760.9981568148463,14728938,election-commission-api,election-commission-api,data_exfiltration
2026-03-25T03:25:16.318772+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,87.7988142663547,1813,voter-auth-api,voter-auth-api,brute_force
2026-03-23T11:24:18.799102+00:00,10.112.253.67,/municipal/property,200,GET,iOS Safari,85.81305409598554,5194,municipal-portal,municipal-portal,normal
2026-03-23T23:43:46.404999+00:00,10.62.133.176,/auth/otp,200,GET,Android WebView,131.49485106508862,23403,voter-auth-api,voter-auth-api,normal
2026-03-24T04:09:22.120517+00:00,10.4.189.106,/auth/login,200,POST,iOS Safari,136.07168934052316,20577,voter-auth-api,voter-auth-api,normal
2026-03-23T19:11:35.973023+00:00,10.215.91.2,/voter/profile,200,GET,Mozilla/5.0,70.15425477529365,8162,voter-auth-api,voter-auth-api,normal
2026-03-23T21:07:02.246591+00:00,10.48.81.135,/aadhaar/verify,200,POST,Mozilla/5.0,127.22871170457678,8332,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T17:34:06.641726+00:00,10.116.48.70,/aadhaar/verify,200,POST,iOS Safari,61.18115213924919,3820,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T21:35:47.663345+00:00,10.70.167.223,/municipal/dashboard,200,GET,GovPortalClient/2.0,110.79110582510802,45540,municipal-portal,municipal-portal,normal
2026-03-25T03:30:34.519435+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,277.3313607585681,1816,voter-auth-api,voter-auth-api,brute_force
2026-03-24T06:47:06.881875+00:00,10.152.24.63,/municipal/dashboard,401,GET,CitizenServiceApp/3.1,62.86157920440955,2970,municipal-portal,municipal-portal,normal
2026-03-25T04:25:33.376425+00:00,198.51.246.142,/municipal/dashboard,429,GET,FloodBot/4.7,1150.049077882248,1091,municipal-portal,municipal-portal,ddos
2026-03-23T17:53:24.699871+00:00,10.103.107.200,/eci/booth/info,200,GET,Mozilla/5.0,95.26254540156297,8097,election-commission-api,election-commission-api,normal
2026-03-23T11:30:28.722407+00:00,10.99.81.232,/auth/otp,200,GET,iOS Safari,93.44136796378308,5111,voter-auth-api,voter-auth-api,normal
2026-03-24T06:01:23.426399+00:00,10.188.221.30,/aadhaar/status,200,GET,iOS Safari,140.64881945020227,5726,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-25T04:25:04.484629+00:00,198.51.142.224,/municipal/dashboard,429,GET,FloodBot/4.7,2402.744551871926,2328,municipal-portal,municipal-portal,ddos
2026-03-25T04:25:43.421325+00:00,198.51.187.123,/municipal/dashboard,429,GET,FloodBot/4.7,2088.3145917282336,1674,municipal-portal,municipal-portal,ddos
2026-03-24T06:01:58.880597+00:00,10.200.93.28,/eci/candidate/list,200,GET,GovPortalClient/2.0,87.2050031103074,5549,election-commission-api,election-commission-api,normal
2026-03-24T01:03:21.501460+00:00,10.241.206.231,/auth/login,200,POST,iOS Safari,115.3038940884798,13901,voter-auth-api,voter-auth-api,normal
2026-03-23T19:38:34.037412+00:00,10.190.172.186,/health,200,GET,CitizenServiceApp/3.1,120.85199679791224,16148,voter-auth-api,voter-auth-api,normal
2026-03-25T03:25:18.190908+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,254.3284238947685,2299,voter-auth-api,voter-auth-api,brute_force
2026-03-25T07:27:40.695648+00:00,203.0.92.60,/aadhaar/auth/login,200,POST,CredentialSpray/5.1,113.81711044177338,2724,aadhaar-verify-service,aadhaar-verify-service,credential_stuffing
2026-03-23T13:14:16.840906+00:00,10.221.68.152,/aadhaar/status,200,GET,Android WebView,56.583427581201306,4757,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T10:08:41.208415+00:00,10.105.13.198,/rti/filing,200,POST,iOS Safari,52.91673865073309,7464,rti-portal,rti-portal,normal
2026-03-23T16:40:54.655972+00:00,10.69.6.4,/aadhaar/token,500,POST,GovPortalClient/2.0,74.94793519966346,3976,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T11:09:50.248819+00:00,10.46.116.74,/municipal/dashboard,200,GET,GovPortalClient/2.0,94.98041208989812,7318,municipal-portal,municipal-portal,normal
2026-03-23T14:12:28.845532+00:00,10.219.80.119,/voter/profile,200,GET,Android WebView,57.917446163918406,1246,voter-auth-api,voter-auth-api,normal
2026-03-24T03:30:55.530670+00:00,10.153.90.167,/municipal/dashboard,200,GET,Android WebView,92.17089602788703,6023,municipal-portal,municipal-portal,normal
2026-03-23T20:15:33.211027+00:00,10.252.32.88,/rti/login,200,POST,Mozilla/5.0,66.40812571246656,11850,rti-portal,rti-portal,normal
2026-03-23T15:00:54.973001+00:00,10.99.24.84,/rti/filing,200,POST,Android WebView,90.05647994054168,2514,rti-portal,rti-portal,normal
2026-03-25T07:18:30.286518+00:00,172.16.88.23,/eci/export?chunk=502,200,GET,BulkDownloader/6.5,882.518383871683,17824554,election-commission-api,election-commission-api,data_exfiltration
2026-03-23T15:55:26.537309+00:00,10.12.161.33,/aadhaar/verify,200,POST,GovPortalClient/2.0,121.86051070951393,5318,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T13:11:25.710269+00:00,10.119.158.183,/rti/status,200,GET,Mozilla/5.0,205.60402573618993,29131,rti-portal,rti-portal,normal
2026-03-23T16:11:11.427858+00:00,10.150.234.35,/rti/status,200,GET,iOS Safari,126.76164295276207,6598,rti-portal,rti-portal,normal
2026-03-23T16:42:28.321958+00:00,10.9.27.70,/rti/login,200,POST,GovPortalClient/2.0,37.76230889783979,2539,rti-portal,rti-portal,normal
2026-03-24T04:14:37.611781+00:00,10.200.101.167,/aadhaar/verify,200,POST,Mozilla/5.0,71.70925776680923,1660,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T19:29:34.110405+00:00,10.105.5.23,/aadhaar/status,200,GET,Mozilla/5.0,107.61989249301027,7254,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-24T06:33:27.246532+00:00,10.165.147.57,/rti/filing,200,POST,Android WebView,94.74092626228574,56060,rti-portal,rti-portal,normal
2026-03-23T18:19:28.368981+00:00,10.49.1.201,/aadhaar/status,200,GET,Android WebView,70.62914662708675,7868,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T23:18:45.764408+00:00,10.249.1.157,/aadhaar/status,401,GET,Mozilla/5.0,158.70142523797563,7535,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-24T07:56:38.266735+00:00,10.220.10.225,/rti/filing,200,POST,iOS Safari,95.93191270338073,2913,rti-portal,rti-portal,normal
2026-03-25T06:55:33.890137+00:00,172.16.88.23,/eci/export?chunk=326,200,GET,BulkDownloader/6.5,536.2348772668347,17070817,election-commission-api,election-commission-api,data_exfiltration
2026-03-23T19:16:13.466687+00:00,10.98.106.88,/aadhaar/verify,200,POST,GovPortalClient/2.0,106.45923366069385,4723,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T17:44:00.165231+00:00,10.238.137.209,/municipal/property,200,GET,CitizenServiceApp/3.1,138.8674378572513,4794,municipal-portal,municipal-portal,normal
2026-03-25T03:28:27.311119+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,264.1096059863799,1690,voter-auth-api,voter-auth-api,brute_force
2026-03-25T04:25:19.196177+00:00,198.51.64.250,/municipal/dashboard,503,GET,FloodBot/4.7,2113.062780567605,542,municipal-portal,municipal-portal,ddos
2026-03-23T15:14:16.484884+00:00,10.132.249.162,/aadhaar/verify,200,POST,iOS Safari,72.55348136468488,1562,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T23:51:27.691134+00:00,10.70.138.28,/health,200,GET,iOS Safari,65.21177383073149,5672,voter-auth-api,voter-auth-api,normal
2026-03-25T03:25:56.104875+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,144.89584097779763,1113,voter-auth-api,voter-auth-api,brute_force
2026-03-24T06:17:51.735372+00:00,10.85.91.174,/municipal/dashboard,200,GET,Mozilla/5.0,90.07209632985402,4592,municipal-portal,municipal-portal,normal
2026-03-23T22:31:52.370911+00:00,10.150.13.18,/eci/booth/info,401,GET,Android WebView,87.90472564538064,2576,election-commission-api,election-commission-api,normal
2026-03-23T11:20:10.030346+00:00,10.220.164.107,/aadhaar/status,200,GET,iOS Safari,93.12596838820342,8108,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-24T08:10:22.066212+00:00,10.63.23.148,/health,200,GET,CitizenServiceApp/3.1,81.19883793082062,564,voter-auth-api,voter-auth-api,normal
2026-03-23T19:05:33.683282+00:00,10.226.71.40,/rti/login,200,POST,iOS Safari,163.62491500583064,62286,rti-portal,rti-portal,normal
2026-03-24T06:13:07.283882+00:00,10.36.66.140,/rti/filing,200,POST,iOS Safari,95.15435318277754,9255,rti-portal,rti-portal,normal
2026-03-25T04:25:29.311941+00:00,198.51.52.231,/municipal/dashboard,429,GET,FloodBot/4.7,1400.793781904979,2363,municipal-portal,municipal-portal,ddos
2026-03-25T07:26:37.241691+00:00,203.0.210.182,/aadhaar/auth/login,401,POST,CredentialSpray/5.1,343.04831635318936,1901,aadhaar-verify-service,aadhaar-verify-service,credential_stuffing
2026-03-24T04:48:49.442399+00:00,10.149.13.103,/aadhaar/token,200,POST,iOS Safari,112.05833939751415,10544,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-25T03:35:04.989763+00:00,203.0.113.71,/auth/login,401,POST,CredentialSpray/9.2,199.09047691778397,789,voter-auth-api,voter-auth-api,brute_force
2026-03-23T09:56:32.100506+00:00,10.205.113.14,/rti/status,200,GET,CitizenServiceApp/3.1,98.05854636992564,21905,rti-portal,rti-portal,normal
2026-03-25T05:33:34.696094+00:00,45.33.199.125,/rti/search?q=1%27%20UNION%20SELECT,400,GET,SQLProbe/2.0,592.3384320875729,10249,rti-portal,rti-portal,sql_injection
2026-03-24T01:05:37.885136+00:00,10.44.171.42,/auth/otp,200,GET,GovPortalClient/2.0,124.26330742305878,9790,voter-auth-api,voter-auth-api,normal
2026-03-24T00:49:44.311895+00:00,10.194.173.210,/health,200,GET,GovPortalClient/2.0,78.45374903144788,17858,voter-auth-api,voter-auth-api,normal
2026-03-23T14:31:41.467585+00:00,10.190.86.124,/aadhaar/status,200,GET,CitizenServiceApp/3.1,81.68220647576146,15934,aadhaar-verify-service,aadhaar-verify-service,normal
2026-03-23T12:30:32.675146+00:00,10.157.190.138,/eci/results,200,GET,CitizenServiceApp/3.1,48.60881356085779,4844,election-commission-api,election-commission-api,normal
2026-03-24T02:22:45.205065+00:00,10.134.146.74,/rti/login,200,POST,Android WebView,72.610557174746,21960,rti-portal,rti-portal,normal
2026-03-25T05:31:43.197619+00:00,45.33.89.63,/rti/search?q=1 UNION SELECT password FROM users,400,GET,SQLProbe/2.0,817.2344842607968,2486,rti-portal,rti-portal,sql_injection
2026-03-23T15:00:57.035810+00:00,10.57.36.154,/rti/status,200,GET,CitizenServiceApp/3.1,69.53725505983756,1274,rti-portal,rti-portal,normal
2026-03-23T19:45:52.987258+00:00,10.27.11.249,/municipal/tax/pay,200,POST,Android WebView,91.9193661693401,8537,municipal-portal,municipal-portal,normal
